name,category,website,rating,location
The House by the Lake,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,One,Regno Unito
The Glittering Court (The Glittering Court #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,One,Regno Unito
The Girl on the Train,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,Two,Regno Unito
The Genius of Birds,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,One,Regno Unito
The Emerald Mystery,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,Two,Regno Unito
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,One,Regno Unito
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,Three,Regno Unito
The Artist's Way: A Spiritual Path to Higher Creativity,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,Five,Regno Unito
The Art of War,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,Five,Regno Unito
The Argonauts,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,Two,Regno Unito
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,Three,Regno Unito
Suddenly in Love (Lake Haven #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,Two,Regno Unito
Something More Than This,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,Four,Regno Unito
Soft Apocalypse,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,Two,Regno Unito
So You've Been Publicly Shamed,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,Two,Regno Unito
Shoe Dog: A Memoir by the Creator of NIKE,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,Two,Regno Unito
"Shobu Samurai, Project Aryoku (#3)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,Three,Regno Unito
Secrets and Lace (Fatal Hearts #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,One,Regno Unito
Scarlett Epstein Hates It Here,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,Five,Regno Unito
Romero and Juliet: A Tragic Tale of Love and Zombies,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,One,Regno Unito
Redeeming Love,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,Five,Regno Unito
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,One,Regno Unito
Poems That Make Grown Women Cry,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,Four,Regno Unito
"Nightingale, Sing",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,One,Regno Unito
Night Sky with Exit Wounds,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,One,Regno Unito
Mrs. Houdini,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,Five,Regno Unito
Modern Romance,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/modern-romance_820/index.html,Five,Regno Unito
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,One,Regno Unito
Louisa: The Extraordinary Life of Mrs. Adams,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,Two,Regno Unito
Little Red,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/little-red_817/index.html,Three,Regno Unito
Library of Souls (Miss Peregrine’s Peculiar Children #3),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,Five,Regno Unito
Large Print Heart of the Pride,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,Two,Regno Unito
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,Four,Regno Unito
Hollow City (Miss Peregrine’s Peculiar Children #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,One,Regno Unito
Grumbles,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/grumbles_812/index.html,Two,Regno Unito
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,Four,Regno Unito
Frostbite (Vampire Academy #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,Five,Regno Unito
Follow You Home,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,One,Regno Unito
First Steps for New Christians (Print Edition),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,One,Regno Unito
Finders Keepers (Bill Hodges Trilogy #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,Five,Regno Unito
"Fables, Vol. 1: Legends in Exile (Fables #1)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,Four,Regno Unito
Eureka Trivia 6.0,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,Four,Regno Unito
Drive: The Surprising Truth About What Motivates Us,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,Four,Regno Unito
Done Rubbed Out (Reightman & Bailey #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,Five,Regno Unito
Doing It Over (Most Likely To #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,Three,Regno Unito
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,Three,Regno Unito
Dark Notes,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/dark-notes_800/index.html,Five,Regno Unito
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,Three,Regno Unito
Close to You,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/close-to-you_798/index.html,Four,Regno Unito
Chasing Heaven: What Dying Taught Me About Living,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,Two,Regno Unito
Big Magic: Creative Living Beyond Fear,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,Three,Regno Unito
Becoming Wise: An Inquiry into the Mystery and Art of Living,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,Two,Regno Unito
Beauty Restored (Riley Family Legacy Novellas #3),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,Two,Regno Unito
Batman: The Long Halloween (Batman),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,Two,Regno Unito
Batman: The Dark Knight Returns (Batman),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,Five,Regno Unito
Ayumi's Violin,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,Two,Regno Unito
Anonymous,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/anonymous_790/index.html,Four,Regno Unito
Amy Meets the Saints and Sages,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,Three,Regno Unito
Amid the Chaos,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,One,Regno Unito
Amatus,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/amatus_787/index.html,Five,Regno Unito
Agnostic: A Spirited Manifesto,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,Five,Regno Unito
Zealot: The Life and Times of Jesus of Nazareth,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,Three,Regno Unito
You (You #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/you-you-1_784/index.html,Five,Regno Unito
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,Four,Regno Unito
Wild Swans,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/wild-swans_782/index.html,Two,Regno Unito
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,Four,Regno Unito
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,Four,Regno Unito
What's It Like in Space?: Stories from Astronauts Who've Been There,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,Two,Regno Unito
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,One,Regno Unito
Walt Disney's Alice in Wonderland,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,Five,Regno Unito
V for Vendetta (V for Vendetta Complete),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,Four,Regno Unito
Until Friday Night (The Field Party #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,Two,Regno Unito
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,Two,Regno Unito
Twenty Yawns,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,Two,Regno Unito
Through the Woods,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,Two,Regno Unito
This Is Where It Ends,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,Two,Regno Unito
The Year of Magical Thinking,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,Two,Regno Unito
The Wright Brothers,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,Four,Regno Unito
The White Queen (The Cousins' War #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,Five,Regno Unito
The Wedding Pact (The O'Malleys #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,Three,Regno Unito
The Time Keeper,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,Five,Regno Unito
The Testament of Mary,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,Four,Regno Unito
The Star-Touched Queen,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,Five,Regno Unito
The Songs of the Gods,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,Five,Regno Unito
The Song of Achilles,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,Five,Regno Unito
The Rosie Project (Don Tillman #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,One,Regno Unito
The Power of Habit: Why We Do What We Do in Life and Business,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,Three,Regno Unito
The Marriage of Opposites,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,Four,Regno Unito
The Lucifer Effect: Understanding How Good People Turn Evil,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,One,Regno Unito
The Long Haul (Diary of a Wimpy Kid #9),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,One,Regno Unito
The Loney,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-loney_756/index.html,One,Regno Unito
The Literature Book (Big Ideas Simply Explained),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,Three,Regno Unito
The Last Mile (Amos Decker #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,Two,Regno Unito
The Immortal Life of Henrietta Lacks,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,Two,Regno Unito
The Hidden Oracle (The Trials of Apollo #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,Two,Regno Unito
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,Three,Regno Unito
The Guilty (Will Robie #4),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,Two,Regno Unito
The First Hostage (J.B. Collins #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,Three,Regno Unito
The Dovekeepers,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,One,Regno Unito
The Darkest Lie,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,Five,Regno Unito
The Bane Chronicles (The Bane Chronicles #1-11),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,Four,Regno Unito
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,One,Regno Unito
The 14th Colony (Cotton Malone #11),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,One,Regno Unito
That Darkness (Gardiner and Renner #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,One,Regno Unito
Tastes Like Fear (DI Marnie Rome #3),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,One,Regno Unito
Take Me with You,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,Three,Regno Unito
Swell: A Year of Waves,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,One,Regno Unito
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,Five,Regno Unito
Still Life with Bread Crumbs,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,Three,Regno Unito
Steve Jobs,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,Five,Regno Unito
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,Four,Regno Unito
Someone Like You (The Harrisons #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,Five,Regno Unito
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,Four,Regno Unito
Shtum,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/shtum_733/index.html,Four,Regno Unito
See America: A Celebration of Our National Parks & Treasured Sites,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,Three,Regno Unito
salt.,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/salt_731/index.html,Four,Regno Unito
Robin War,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/robin-war_730/index.html,Three,Regno Unito
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,Two,Regno Unito
Rain Fish,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/rain-fish_728/index.html,Three,Regno Unito
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,Five,Regno Unito
Pet Sematary,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,Three,Regno Unito
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,Three,Regno Unito
Once Was a Time,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,Two,Regno Unito
Old School (Diary of a Wimpy Kid #10),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,Five,Regno Unito
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,Two,Regno Unito
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,Two,Regno Unito
My Name Is Lucy Barton,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,One,Regno Unito
My Mrs. Brown,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,Three,Regno Unito
My Kind of Crazy,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,One,Regno Unito
Mr. Mercedes (Bill Hodges Trilogy #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,One,Regno Unito
More Than Music (Chasing the Dream #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,Two,Regno Unito
Made to Stick: Why Some Ideas Survive and Others Die,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,Five,Regno Unito
Luis Paints the World,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,Three,Regno Unito
Luckiest Girl Alive,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,Three,Regno Unito
Lowriders to the Center of the Earth (Lowriders in Space #2),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,Two,Regno Unito
Love Is a Mix Tape (Music #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,One,Regno Unito
Looking for Lovely: Collecting the Moments that Matter,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,Five,Regno Unito
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,Four,Regno Unito
Let It Out: A Journey Through Journaling,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,Five,Regno Unito
Lady Midnight (The Dark Artifices #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,Five,Regno Unito
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,One,Regno Unito
Island of Dragons (Unwanteds #7),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,One,Regno Unito
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,Four,Regno Unito
I Am Pilgrim (Pilgrim #1),B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,Four,Regno Unito
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,Five,Regno Unito
"Hush, Hush (Hush, Hush #1)",B2B E-Commerce & Retail,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,Three,Regno Unito
